AssetID,SchoolName,SystemCategory,AssetType,InstallYear,ExpectedUsefulLife,ConditionScore,ConditionSource,Quantity,Unit,UnitCost,ReplacementCost,Criticality,OverrideEOLYear,OverrideReason,Notes
AST002204,Wheat Ridge HS,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST002205,Wheat Ridge HS,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST002206,Wheat Ridge HS,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST002207,Wheat Ridge HS,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST002208,Wheat Ridge HS,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST002209,Wheat Ridge HS,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST002210,Wheat Ridge HS,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST002211,809 Service Center Campus,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST002212,809 Service Center Campus,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST002213,809 Service Center Campus,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST002214,809 Service Center Campus,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST002215,809 Service Center Campus,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST002216,809 Service Center Campus,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST002217,809 Service Center Campus,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST002218,809 Service Center Campus,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST002219,809 Service Center Campus,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST002220,809 Service Center Campus,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST002221,809 Service Center Campus,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST002222,809 Service Center Campus,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST002223,809 Service Center Campus,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST002224,809 Bldg 1,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST002225,809 Bldg 1,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST002226,809 Bldg 1,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST002227,809 Bldg 1,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST002228,809 Bldg 1,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST002229,809 Bldg 1,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST002230,809 Bldg 1,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST002231,809 Bldg 1,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST002232,809 Bldg 1,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST002233,809 Bldg 1,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST002234,809 Bldg 1,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST002235,809 Bldg 1,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST002236,809 Bldg 1,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST002237,809 Bldg 2,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST002238,809 Bldg 2,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST002239,809 Bldg 2,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST002240,809 Bldg 2,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST002241,809 Bldg 2,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST002242,809 Bldg 2,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST002243,809 Bldg 2,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST002244,809 Bldg 2,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST002245,809 Bldg 2,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST002246,809 Bldg 2,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST002247,809 Bldg 2,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST002248,809 Bldg 2,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST002249,809 Bldg 2,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST002250,809 Bldg 3,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST002251,809 Bldg 3,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST002252,809 Bldg 3,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST002253,809 Bldg 3,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST002254,809 Bldg 3,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST002255,809 Bldg 3,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST002256,809 Bldg 3,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST002257,809 Bldg 3,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST002258,809 Bldg 3,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST002259,809 Bldg 3,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST002260,809 Bldg 3,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST002261,809 Bldg 3,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST002262,809 Bldg 3,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST002263,809 Bldg 4,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST002264,809 Bldg 4,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST002265,809 Bldg 4,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST002266,809 Bldg 4,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST002267,809 Bldg 4,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST002268,809 Bldg 4,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST002269,809 Bldg 4,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST002270,809 Bldg 4,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST002271,809 Bldg 4,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST002272,809 Bldg 4,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST002273,809 Bldg 4,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST002274,809 Bldg 4,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST002275,809 Bldg 4,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST002276,809 Bldg 5,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST002277,809 Bldg 5,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST002278,809 Bldg 5,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST002279,809 Bldg 5,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST002280,809 Bldg 5,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST002281,809 Bldg 5,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST002282,809 Bldg 5,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST002283,809 Bldg 5,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST002284,809 Bldg 5,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST002285,809 Bldg 5,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST002286,809 Bldg 5,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST002287,809 Bldg 5,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST002288,809 Bldg 5,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST002289,809 Bldg 6,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST002290,809 Bldg 6,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST002291,809 Bldg 6,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST002292,809 Bldg 6,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST002293,809 Bldg 6,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST002294,809 Bldg 6,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST002295,809 Bldg 6,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST002296,809 Bldg 6,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST002297,809 Bldg 6,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST002298,809 Bldg 6,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST002299,809 Bldg 6,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST002300,809 Bldg 6,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST002301,809 Bldg 6,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST002302,809 Bldg 8,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST002303,809 Bldg 8,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST002304,809 Bldg 8,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST002305,809 Bldg 8,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST002306,809 Bldg 8,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST002307,809 Bldg 8,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST002308,809 Bldg 8,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST002309,809 Bldg 8,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST002310,809 Bldg 8,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST002311,809 Bldg 8,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST002312,809 Bldg 8,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST002313,809 Bldg 8,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST002314,809 Bldg 8,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST002315,Jeffco Stadium,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST002316,Jeffco Stadium,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST002317,Jeffco Stadium,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST002318,Jeffco Stadium,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST002319,Jeffco Stadium,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST002320,Jeffco Stadium,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST002321,Jeffco Stadium,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST002322,Jeffco Stadium,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST002323,Jeffco Stadium,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST002324,Jeffco Stadium,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST002325,Jeffco Stadium,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST002326,Jeffco Stadium,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST002327,Jeffco Stadium,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST002328,Lakewood Memorial Stadium,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST002329,Lakewood Memorial Stadium,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST002330,Lakewood Memorial Stadium,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST002331,Lakewood Memorial Stadium,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST002332,Lakewood Memorial Stadium,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST002333,Lakewood Memorial Stadium,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST002334,Lakewood Memorial Stadium,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST002335,Lakewood Memorial Stadium,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST002336,Lakewood Memorial Stadium,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST002337,Lakewood Memorial Stadium,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST002338,Lakewood Memorial Stadium,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST002339,Lakewood Memorial Stadium,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST002340,Lakewood Memorial Stadium,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST002341,Trailblazer Stadium,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST002342,Trailblazer Stadium,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST002343,Trailblazer Stadium,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST002344,Trailblazer Stadium,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST002345,Trailblazer Stadium,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST002346,Trailblazer Stadium,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST002347,Trailblazer Stadium,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST002348,Trailblazer Stadium,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST002349,Trailblazer Stadium,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST002350,Trailblazer Stadium,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST002351,Trailblazer Stadium,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST002352,Trailblazer Stadium,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST002353,Trailblazer Stadium,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST002354,North Area Athletic Complex,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST002355,North Area Athletic Complex,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST002356,North Area Athletic Complex,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST002357,North Area Athletic Complex,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST002358,North Area Athletic Complex,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST002359,North Area Athletic Complex,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST002360,North Area Athletic Complex,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST002361,North Area Athletic Complex,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST002362,North Area Athletic Complex,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST002363,North Area Athletic Complex,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST002364,North Area Athletic Complex,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST002365,North Area Athletic Complex,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST002366,North Area Athletic Complex,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST002367,Driving Training Center,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST002368,Driving Training Center,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST002369,Driving Training Center,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST002370,Driving Training Center,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST002371,Driving Training Center,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST002372,Driving Training Center,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST002373,Driving Training Center,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST002374,Driving Training Center,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST002375,Driving Training Center,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST002376,Driving Training Center,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST002377,Driving Training Center,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST002378,Driving Training Center,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST002379,Driving Training Center,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST002380,Connections Learning Center,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST002381,Connections Learning Center,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST002382,Connections Learning Center,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST002383,Connections Learning Center,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST002384,Connections Learning Center,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST002385,Connections Learning Center,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST002386,Connections Learning Center,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST002387,Connections Learning Center,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST002388,Connections Learning Center,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST002389,Connections Learning Center,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST002390,Connections Learning Center,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST002391,Connections Learning Center,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST002392,Connections Learning Center,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST002393,Sobesky Academy,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST002394,Sobesky Academy,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST002395,Sobesky Academy,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST002396,Sobesky Academy,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST002397,Sobesky Academy,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST002398,Sobesky Academy,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST002399,Sobesky Academy,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST002400,Sobesky Academy,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST002401,Sobesky Academy,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST002402,Sobesky Academy,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST002403,Sobesky Academy,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST002404,Sobesky Academy,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST002405,Sobesky Academy,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST002406,Mount View Youth Service Center,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST002407,Mount View Youth Service Center,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST002408,Mount View Youth Service Center,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST002409,Mount View Youth Service Center,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST002410,Mount View Youth Service Center,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST002411,Mount View Youth Service Center,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST002412,Mount View Youth Service Center,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST002413,Mount View Youth Service Center,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST002414,Mount View Youth Service Center,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST002415,Mount View Youth Service Center,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST002416,Mount View Youth Service Center,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST002417,Mount View Youth Service Center,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST002418,Mount View Youth Service Center,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST002419,Conifer Water Treatment Plant,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST002420,Conifer Water Treatment Plant,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST002421,Conifer Water Treatment Plant,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST002422,Conifer Water Treatment Plant,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST002423,Conifer Water Treatment Plant,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST002424,Conifer Water Treatment Plant,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST002425,Conifer Water Treatment Plant,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST002426,Conifer Water Treatment Plant,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST002427,Conifer Water Treatment Plant,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST002428,Conifer Water Treatment Plant,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST002429,Conifer Water Treatment Plant,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST002430,Conifer Water Treatment Plant,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST002431,Conifer Water Treatment Plant,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST002432,West Jefferson Reservoir,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST002433,West Jefferson Reservoir,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST002434,West Jefferson Reservoir,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST002435,West Jefferson Reservoir,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST002436,West Jefferson Reservoir,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST002437,West Jefferson Reservoir,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST002438,West Jefferson Reservoir,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST002439,West Jefferson Reservoir,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST002440,West Jefferson Reservoir,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST002441,West Jefferson Reservoir,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST002442,West Jefferson Reservoir,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST002443,West Jefferson Reservoir,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST002444,West Jefferson Reservoir,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST002445,West Jefferson Reservoir Pump House,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST002446,West Jefferson Reservoir Pump House,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST002447,West Jefferson Reservoir Pump House,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST002448,West Jefferson Reservoir Pump House,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST002449,West Jefferson Reservoir Pump House,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST002450,West Jefferson Reservoir Pump House,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST002451,West Jefferson Reservoir Pump House,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST002452,West Jefferson Reservoir Pump House,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST002453,West Jefferson Reservoir Pump House,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST002454,West Jefferson Reservoir Pump House,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST002455,West Jefferson Reservoir Pump House,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
